monster_external_id,section,sort_order,name_rusloc,name_engloc,kind,recharge_min,recharge_max,description_rusloc,description_engloc,attack_type,attack_bonus,reach_ft,range_ft,range_long_ft,save_ability,save_dc,feature_key
21647,actions,1,Раздирание,Rend,attack,,,"Раздирание . Бросок рукопашной атаки : +10 , досягаемость 10 фт. Попадание : 15 ( 2к8 + 6 ) Рубящего урона.",,melee,10,10,,,,,21647:actions:1
21647,actions,2,Холодное дыхание,Cold Breath,save,5,6,"Холодное дыхание ( Перезарядка 5–6 ) . Спасбросок Телосложения : Сл 17, каждое существо в 30-футовом Конусе . Провал : 49 ( 11к8 ) урона Холодом. Успех : Только половина урона.",,,,,,,CONSTITUTION,17,21647:actions:2
21647,actions,3,Парализующее дыхание,Paralyzing Breath,save,,,"Парализующее дыхание . Спасбросок Телосложения : Сл 17, каждое существо в 30-футовом Конусе . Первый провал : Цель становится Недееспособной до конца своего следующего хода, после чего повторяет спасбросок. Второй провал : Цель становится Парализованной и повторяет спасбросок в конце каждого своего хода, оканчивая этот эффект при успехе. Через 1 минуту цель автоматически преуспевает в спасброске.",,,,,,,CONSTITUTION,17,21647:actions:3
21648,traits,0,Хождение по льду,Ice Walk,feature,,,"Хождение по льду . Дракон может перемещаться по ледяным поверхностям и лазать по ним, не совершая проверки характеристики . Кроме того, Труднопроходимая местность , состоящая из льда или снега, не стоит ему дополнительных футов.",,,,,,,,,21648:traits:0
21648,actions,0,Мультиатака,Multiattack,feature,,,Мультиатака . Дракон совершает три атаки Раздиранием .,,,,,,,,,21648:actions:0
21648,actions,1,Раздирание,Rend,attack,,,"Раздирание . Бросок рукопашной атаки : +7 , досягаемость 10 фт. Попадание : 9 ( 2к4 + 4 ) Рубящего урона плюс 2 ( 1к4 ) урона Холодом.",,melee,7,10,,,,,21648:actions:1
21648,actions,2,Холодное дыхание,Cold Breath,save,5,6,"Холодное дыхание ( Перезарядка 5–6 ) . Спасбросок Телосложения : Сл 15, каждое существо в 30-футовом Конусе . Провал : 40 ( 9к8 ) урона Холодом. Успех : Только половина урона.",,,,,,,CONSTITUTION,15,21648:actions:2
21649,traits,0,Сопротивление магии,Magic Resistance,feature,,,Сопротивление магии . Юань-ти совершает с Преимуществом спасброски от заклинаний и прочих магических эффектов .,,,,,,,,,21649:traits:0
21649,actions,0,Мультиатака,Multiattack,feature,,,"Мультиатака . Юань-ти совершает две атаки Укусом и может использовать Сотворение заклинаний , чтобы сотворить Внушение , если оно доступно.",,,,,,,,,21649:actions:0
21649,actions,1,Укус,Bite,attack,,,"Укус . Бросок рукопашной атаки : +7 , досягаемость 5 фт. Попадание : 11 ( 2к6 + 4 ) Колющего урона плюс 10 ( 3к6 ) урона Ядом.",,melee,7,5,,,,,21649:actions:1
21649,actions,2,Сдавливание,Constrict,save,,,"Сдавливание . Спасбросок Силы : Сл 15, одно существо Большого размера или меньше в 5 футах. Провал : 28 ( 7к6 + 4 ) Дробящего урона, и цель становится Схваченной (Сл освобождения от захвата 14); пока длится захват, она также Опутана . Успех : Только половина урона.",,,,,,,STRENGTH,15,21649:actions:2
21649,actions,3,Ядовитые брызги,Poison Spray,save,5,6,"Ядовитые брызги ( Перезарядка 5–6 ) . Спасбросок Телосложения : Сл 14, каждое существо в 30-футовом Конусе . Провал : 21 ( 6к6 ) урона Ядом, и цель становится Отравленной до конца следующего хода юань-то. Пока она Отравлена, она также Ослеплена . Успех : Только половина урона.",,,,,,,CONSTITUTION,14,21649:actions:3
21649,actions,4,Сотворение заклинаний,Spellcasting,feature,,,"Сотворение заклинаний . Отродье юань-ти сотворяет одно из следующих заклинаний, не нуждаясь в Материальных компонентах (заклинательная характеристика — Мудрость, Сл спасброска заклинаний 15): Неограниченно : Дружба с животными (только змеи) 3/день : Внушение",,,,,,,,,21649:actions:4
21649,bonus_actions,0,Перевоплощение,Shape-Shift,feature,,,"Перевоплощение . Юань-ти либо перевоплощается в змею Большого размера , либо возвращается в истинную форму. Его статистика не меняется в зависимости от формы, если не указано обратного. Снаряжение, которое он носит или несёт, не трансформируется.",,,,,,,,,21649:bonus_actions:0
21650,traits,0,Сопротивление магии,Magic Resistance,feature,,,Сопротивление магии . Юань-ти подражатель совершает с Преимуществом спасброски от заклинаний и прочих магических эффектов .,,,,,,,,,21650:traits:0
21650,actions,0,Мультиатака,Multiattack,feature,,,Мультиатака . Юань-ти совершает две атаки Скимитаром .,,,,,,,,,21650:actions:0
21650,actions,1,Скимитар,Scimitar,attack,,,"Скимитар . Бросок рукопашной атаки : +3 , досягаемость 5 фт. Попадание : 4 ( 1к6 + 1 ) Рубящего урона.",,melee,3,5,,,,,21650:actions:1
21650,actions,2,Ядовитый луч,Poison Ray,attack,,,"Ядовитый луч . Бросок дальнобойной атаки : +4 , дистанция 120 фт. Попадание : 9 ( 2к6 + 2 ) урона Ядом.",,ranged,4,,120,,,,21650:actions:2
21650,actions,3,Сотворение заклинаний,Spellcasting,feature,,,"Сотворение заклинаний . Юань-ти подражатель сотворяет одно из следующих заклинаний, не нуждаясь в Материальных компонентах (заклинательная характеристика — Мудрость, Сл спасброска заклинаний 12): Неограниченно : Дружба с животными (только на змей) 2/день : Внушение",,,,,,,,,21650:actions:3
21651,traits,0,Сопротивление магии,Magic Resistance,feature,,,Сопротивление магии . Юань-ти совершает с Преимуществом спасброски от заклинаний и прочих магических эффектов .,,,,,,,,,21651:traits:0
21651,actions,0,Мультиатака,Multiattack,feature,,,"Мультиатака . Юань-ти совершает две атаки Укусом или Ядовитым лучом в любой комбинации , а также использует Сотворение заклинаний , чтобы сотворить Внушение, если оно доступно.",,,,,,,,,21651:actions:0
21651,actions,1,Укус,Bite,attack,,,"Укус . Бросок рукопашной атаки : +5 , досягаемость 5 фт. Попадание : 5 ( 1к4 + 3 ) Колющего урона плюс 7 ( 2к6 ) урона Ядом.",,melee,5,5,,,,,21651:actions:1
21651,actions,2,Ядовитый луч,Poison Ray,attack,,,"Ядовитый луч (только в форме юань-ти) . Бросок дальнобойной атаки : +5 , дистанция 120 фт. Попадание : 12 ( 2к8 + 3 ) урона Ядом.",,ranged,5,,120,,,,21651:actions:2
21651,actions,3,Сотворение заклинаний,Spellcasting,feature,,,"Сотворение заклинаний . Юань-ти проклинатель (Вид 1) сотворяет одно из следующих заклинаний, не нуждаясь в Материальных компонентах (заклинательная характеристика — Мудрость, Сл спасброска заклинаний 13): Неограниченно : Дружба с животными (только змеи) 2/день : Внушение",,,,,,,,,21651:actions:3
21651,bonus_actions,0,Перевоплощение,Shape-Shift,feature,,,"Перевоплощение . Юань-ти либо перевоплощается в змею Среднего размера , либо возвращается в истинную форму. Если юань-ти умирает, то остаётся в своей текущей форме. Его статистика не меняется в зависимости от формы, если не указано обратного. Снаряжение, которое он носит или несёт, не трансформируется.",,,,,,,,,21651:bonus_actions:0
21652,traits,0,Сопротивление магии,Magic Resistance,feature,,,Сопротивление магии . Юань-ти совершает с Преимуществом спасброски от заклинаний и прочих магических эффектов .,,,,,,,,,21652:traits:0
21652,actions,0,Мультиатака,Multiattack,feature,,,"Мультиатака . Юань-ти совершает две атаки Укусом, а также использует Сотворение заклинаний , чтобы сотворить Внушение, если оно доступно.",,,,,,,,,21652:actions:0
21652,actions,1,Укус,Bite,attack,,,"Укус . Бросок рукопашной атаки : +5 , досягаемость 10 фт. Попадание : 7 ( 1к8 + 3 ) Колющего урона плюс 7 ( 2к6 ) урона Ядом.",,melee,5,10,,,,,21652:actions:1
21652,actions,2,Сотворение заклинаний,Spellcasting,feature,,,"Сотворение заклинаний . Юань-ти проклинатель (Вид 2) сотворяет одно из следующих заклинаний, не нуждаясь в Материальных компонентах (заклинательная характеристика — Мудрость, Сл спасброска заклинаний 13): Неограниченно : Дружба с животными (только змеи) 2/день : Внушение",,,,,,,,,21652:actions:2
21652,bonus_actions,0,Перевоплощение,Shape-Shift,feature,,,"Перевоплощение . Юань-ти либо перевоплощается в змею Среднего размера , либо возвращается в истинную форму. Если юань-ти умирает, то остаётся в своей текущей форме. Его статистика не меняется в зависимости от формы, если не указано обратного. Снаряжение, которое он носит или несёт, не трансформируется.",,,,,,,,,21652:bonus_actions:0
21653,traits,0,Сопротивление магии,Magic Resistance,feature,,,Сопротивление магии . Юань-ти совершает с Преимуществом спасброски от заклинаний и прочих магических эффектов .,,,,,,,,,21653:traits:0
21653,actions,0,Мультиатака,Multiattack,feature,,,"Мультиатака . Юань-ти совершает две атаки Ядовитым всплеском , а также использует Сотворение заклинаний , чтобы сотворить Внушение, если оно доступно.",,,,,,,,,21653:actions:0
21653,actions,1,Ядовитый всплеск,Poison Burst,attack,,,"Ядовитый всплеск (только в форме юань-ти) . Бросок рукопашной или дальнобойной атаки : +5 , досягаемость 5 фт. или дистанция 120 фт. Попадание : 12 ( 2к8 + 3 ) урона Ядом.",,melee,5,5,120,,,,21653:actions:1
21653,actions,2,Сжатие,Constrict,save,,,"Сжатие . Спасбросок Силы : Сл 13, одно существо Среднего размера или меньше в 5 футах. Провал : 21 ( 4к8 + 3 ) Дробящего урона. Цель становится Схваченной (Сл освобождения от захвата 13). Пока захват не кончится, она также Опутана .",,,,,,,STRENGTH,13,21653:actions:2
21653,actions,3,Сотворение заклинаний,Spellcasting,feature,,,"Сотворение заклинаний . Юань-ти проклинатель (Вид 3) сотворяет одно из следующих заклинаний, не нуждаясь в Материальных компонентах (заклинательная характеристика — Мудрость, Сл спасброска заклинаний 13): Неограниченно : Дружба с животными (только змеи) 2/день : Внушение",,,,,,,,,21653:actions:3
21653,bonus_actions,0,Перевоплощение,Shape-Shift,feature,,,"Перевоплощение . Юань-ти либо перевоплощается в змею Среднего размера , либо возвращается в истинную форму. Если юань-ти умирает, то остаётся в своей текущей форме. Его статистика не меняется в зависимости от формы, если не указано обратного. Снаряжение, которое он носит или несёт, не трансформируется.",,,,,,,,,21653:bonus_actions:0
21654,traits,0,Стойкость нежити,Undead Fortitude,feature,,,"Стойкость нежити . Если урон снижает Хиты зомби до 0, и это не урон Излучением или от Критического попадания , он должен совершить спасбросок Телосложения со Сл, равной 5 + полученный урон; при успехе Хиты зомби опускаются только до 1.",,,,,,,,,21654:traits:0
21654,actions,0,Размашистый удар,Slam,attack,,,"Размашистый удар . Бросок рукопашной атаки : +3 , досягаемость 5 фт. Попадание : 5 ( 1к8 + 1 ) Дробящего урона.",,melee,3,5,,,,,21654:actions:0
27072,traits,0,Сопротивление магии,Magic Resistance,feature,,,Сопротивление магии . Идол совершает с Преимуществом спасброски от заклинаний и прочих магических эффектов .,,,,,,,,,27072:traits:0
27072,actions,0,Мультиатака,Multiattack,feature,,,Мультиатака . Идол совершает два Размашистых удара и использует Огненный выброс .,,,,,,,,,27072:actions:0
27072,actions,1,Размашистый удар,Slam,attack,,,"Размашистый удар . Бросок рукопашной атаки : +4 , досягаемость 5 фт. Попадание : 4 ( 1к4 + 2 ) Дробящего урона.",,melee,4,5,,,,,27072:actions:1
27072,actions,2,Огненный выброс,Fiery Eruption,save,,,"Огненный выброс . Спасбросок Ловкости : Сл 11, каждое существо в 5-футовой Эманации , исходящей от идола. Провал : 7 ( 2к6 ) урона Огнём.",,,,,,,DEXTERITY,11,27072:actions:2
27073,traits,0,Дьявольский оберег,Diabolic Ward,feature,,,"Дьявольский оберег . Броски атаки против дьявола совершаются с Помехой . Если дьявол совершает бросок атаки , эта особенность перестаёт работать до начала его следующего хода.",,,,,,,,,27073:traits:0
27073,traits,1,Восстановление дьявола,Diabolical Restoration,feature,,,"Восстановление дьявола . Когда дьявол умирает за пределами Девяти Преисподних, его тело превращается в сернистое облако и в тот же миг заново возрождается со всеми Хитами где-то в Девяти Преисподних.",,,,,,,,,27073:traits:1
27073,traits,2,Сопротивление магии,Magic Resistance,feature,,,Сопротивление магии . Дьявол совершает с Преимуществом спасброски от заклинаний и прочих магических эффектов .,,,,,,,,,27073:traits:2
27073,actions,0,Мультиатака,Multiattack,feature,,,Мультиатака . Дьявол совершает две атаки Адским клинком или Дизориентирующим лучом в любой комбинации .,,,,,,,,,27073:actions:0
27073,actions,1,Адский клинок,Infernal Blade,attack,,,"Адский клинок . Бросок рукопашной атаки : +5 , досягаемость 5 фт. Попадание : 6 ( 1к6 + 3 ) Рубящего урона плюс 7 ( 2к6 ) урона Огнём.",,melee,5,5,,,,,27073:actions:1
27073,actions,2,Дизориентирующий луч,Confounding Ray,attack,,,"Дизориентирующий луч . Бросок дальнобойной атаки : +5 , дистанция 120 фт. Попадание : 13 ( 2к12 ) Психического урона. Если цель — существо, оно не может совершать Провоцированных атак до начала следующего хода дьявола.",,ranged,5,,120,,,,27073:actions:2
27073,actions,3,Принуждающий договор,Compelling Contract,save,,,"Принуждающий договор (1/день) . Спасбросок Харизмы : Сл 14, одно существо в пределах 30 футов от дьявола. Провал : Цель получает состояние Очарованный . Пока у неё есть состояние Очарованный, у неё есть также состояние Ошеломлённый , но она может говорить. Если цель соглашается принять договор дьявола, эффект оканчивается. В противном случае она повторяет спасбросок каждый раз, когда получает урон, или в конце каждого своего хода, оканчивая эффект на себе при успехе. Спустя 1 минуту она преуспевает в спасброске автоматически.",,,,,,,CHARISMA,14,27073:actions:3
27074,traits,0,Восстановление дьявола,Diabolical Restoration,feature,,,"Восстановление дьявола . Когда дьявол умирает за пределами Девяти Преисподних, его тело превращается в сернистое облако и в тот же миг заново возрождается со всеми Хитами где-то в Девяти Преисподних.",,,,,,,,,27074:traits:0
27074,traits,1,Сопротивление магии,Magic Resistance,feature,,,Сопротивление магии . Дьявол совершает с Преимуществом спасброски от заклинаний и прочих магических эффектов .,,,,,,,,,27074:traits:1
27074,actions,0,Мультиатака,Multiattack,feature,,,Мультиатака . Дьявол совершает две атаки Громовой алебардой .,,,,,,,,,27074:actions:0
27074,actions,1,Громовая алебарда,Thundering Halberd,attack,,,"Громовая алебарда . Бросок рукопашной атаки : +9 , досягаемость 10 фт. Попадание : 16 ( 2к10 + 5 ) Рубящего урона плюс 14 ( 4к6 ) урона Звуком.",,melee,9,10,,,,,27074:actions:1
27074,actions,2,Сотворение заклинаний,Spellcasting,feature,,,"Сотворение заклинаний . Дьявол-златоуст сотворяет одно из следующих заклинаний, не нуждаясь в Материальных компонентах (заклинательная характеристика — Интеллект, Сл спасброска заклинаний 18): Неограниченно : Обнаружение магии , Обнаружение мыслей 2/день каждое : Изменение памяти , Переносящая дверь",,,,,,,,,27074:actions:2
27074,bonus_actions,0,Изречение боли,Utterance of Pain,save,,,"Изречение боли . Спасбросок Мудрости : Сл 18, каждое существо в 20-футовой Эманации , исходящей от дьявола. Провал : Цель получает состояние Ошеломлённый до конца следующего хода дьявола.",,,,,,,WISDOM,18,27074:bonus_actions:0
27074,bonus_actions,1,Изречение распада,Utterance of Unmaking,save,,,"Изречение распада . Спасбросок Телосложения : Сл 18, каждое существо в 20-футовой Эманации , исходящей от дьявола. Провал : 22 ( 4к10 ) Силового урона. Успех : Только половина урона.",,,,,,,CONSTITUTION,18,27074:bonus_actions:1
27075,traits,0,Легендарное сопротивление,Legendary Resistance,feature,,,"Легендарное сопротивление (3/день, или 4/день в Логове) . Если вампир проваливает спасбросок, он может вместо этого сделать его успешным.",,,,,,,,,27075:traits:0
27075,traits,1,Туманный побег,Misty Escape,feature,,,"Туманный побег . Если Хиты вампира опускаются до 0 за пределами места отдыха, он использует Перевоплощение , чтобы превратиться в туман (действий не требуется). Если он не может использовать Перевоплощение , он уничтожается.",,,,,,,,,27075:traits:1
27075,traits,2,,,feature,,,"Пока у вампира в форме тумана 0 Хитов, он не может вернуться в форму вампира и обязан добраться до места отдыха в течение 2 часов, иначе будет уничтожен. Достигнув места отдыха, он снова принимает форму вампира и получает состояние Парализованный до тех пор, пока не восстановит хотя бы 1 Хит . Проведя там 1 час, он восстанавливает 1 Хит.",,,,,,,,,27075:traits:2
27075,traits,3,Слабости вампира,Vampire Weakness,feature,,,Слабости вампира . Вампир обладает следующими слабостями:,,,,,,,,,27075:traits:3
27075,traits,4,,,feature,,,Запрет. Вампир не может войти в жилище без приглашения одного из обитателей.,,,,,,,,,27075:traits:4
27075,traits,5,,,feature,,,"Текущая вода. Вампир получает 20 урона Кислотой, если заканчивает свой ход в текущей воде.",,,,,,,,,27075:traits:5
27075,traits,6,,,feature,,,"Кол в сердце. Если оружие, наносящее Колющий урон, вонзить в сердце вампира, пока он находится в своём месте отдыха и имеет состояние Недееспособный , он становится Парализован до тех пор, пока оружие не будет вынуто.",,,,,,,,,27075:traits:6
27075,traits,7,,,feature,,,"Солнечный свет. Вампир получает 20 урона Излучением, если начинает свой ход на солнечном свету. Пока вампир на солнечном свету, он получает Помеху к броскам атаки и проверкам характеристик .",,,,,,,,,27075:traits:7
27075,actions,0,Мультиатака,Multiattack,feature,,,Мультиатака . Вампир совершает две атаки Адскими когтями и использует Укус .,,,,,,,,,27075:actions:0
27075,actions,1,Адские когти,Hellfire Claw,attack,,,"Адские когти (только в форме вампира) . Бросок рукопашной атаки : +9 , досягаемость 5 фт. Попадание : 13 ( 2к8 + 4 ) Рубящего урона плюс 10 ( 3к6 ) урона Огнём. Если цель — существо Среднего размера или меньше, она становится Схвачена (Сл освобождения от захвата 17) одной из двух рук.",,melee,9,5,,,,,27075:actions:1
27075,actions,2,Укус,Bite,save,,,"Укус (только в форме вампира или беса) . Спасбросок Телосложения : Сл 18, одно согласное или Схваченное или Недееспособное или Опутанное существо в пределах 5 футов. Провал : 6 ( 1к4 + 4 ) Колющего урона плюс 16 ( 3к10 ) Некротического урона, и существо теряет ячейку заклинаний самого высокого уровня из всех ему доступных. Максимум Хитов цели снижается на число, равное полученному Некротическому урону, а вампир восстанавливает такое же количество Хитов. Если Гуманоид, Хиты которого уменьшены этим уроном до 0, будет похоронен, то на следующем закате он восстанет в качестве Порождения вампира , находящегося под контролем этого вампира.",,,,,,,CONSTITUTION,18,27075:actions:2
27075,actions,3,Сотворение заклинаний,Spellcasting,feature,,,"Сотворение заклинаний . Вампир-инферналист сотворяет одно из следующих заклинаний (заклинательная характеристика — Интеллект, Сл спасброска заклинаний 18): Неограниченно : Волшебная рука , Обнаружение магии , Обнаружение мыслей , Огненный шар ( версия 4-го уровня ), Рассеивание магии , Фокусы 2/день : Наблюдение 1/день : Огненная стена",,,,,,,,,27075:actions:3
27075,bonus_actions,0,Перевоплощение,Shape-Shift,feature,,,"Перевоплощение . Если вампир не находится под солнечным светом или в текущей воде, он либо перевоплощается в беса Крошечного размера (Скорость 20 футов, Полёта 40 футов) или облако тумана Среднего размера (Скорость 5 футов, Полёта 20 футов ( парит )), либо возвращается в форму вампира. Всё, что он носит, превращается вместе с ним.",,,,,,,,,27075:bonus_actions:0
27075,bonus_actions,1,,,feature,,,"Находясь в форме беса, статистика вампира, кроме размера и Скорости, не меняется.",,,,,,,,,27075:bonus_actions:1
27075,bonus_actions,2,,,feature,,,"Находясь в форме тумана, вампир не может совершать действия, говорить и манипулировать объектами. Он ничего не весит и может входить в пространство враждебных существ и останавливаться там. Если через некое пространство может проходить воздух, то это же может сделать и туман, хотя он и не может пройти сквозь воду. Туман обладает Сопротивлением всему урону, за исключением урона, который он получает от солнечного света.",,,,,,,,,27075:bonus_actions:2
27075,bonus_actions,3,,,feature,,,,,,,,,,,,27075:bonus_actions:3
27075,legendary_actions,0,Адский удар,Hellfire Strike,feature,,,Адский удар . Вампир перемещается на расстояние вплоть до половины своей Скорости и совершает одну атаку Адскими когтями .,,,,,,,,,27075:legendary_actions:0
27075,legendary_actions,1,Инфернальное величие,Infernal Majesty,save,,,"Инфернальное величие . Спасбросок Харизмы : Сл 17, каждое существо в 20-футовой Эманации , исходящей от вампира. Провал : 9 ( 2к8 ) Психического урона, и цель Испугана до начала своего следующего хода. Успех : Только половина урона. Провал или успех : Вампир не может совершить это действие снова до начала своего следующего хода.",,,,,,,CHARISMA,17,27075:legendary_actions:1
27075,legendary_actions,2,Телепортация,Teleport,feature,,,Телепортация . Вампир телепортируется в видимое им в пределах 30 футов незанятое пространство .,,,,,,,,,27075:legendary_actions:2
27076,traits,0,Сопротивление магии,Magic Resistance,feature,,,Сопротивление магии . Вампир совершает с Преимуществом спасброски от заклинаний и прочих магических эффектов .,,,,,,,,,27076:traits:0
27076,traits,1,Слабости вампира,Vampire Weakness,feature,,,Слабости вампира . Вампир обладает следующими слабостями:,,,,,,,,,27076:traits:1
27076,traits,2,,,feature,,,Запрет. Вампир не может войти в жилище без приглашения одного из обитателей.,,,,,,,,,27076:traits:2
27076,traits,3,,,feature,,,"Текущая вода. Вампир получает 20 урона Кислотой, если заканчивает свой ход в текущей воде.",,,,,,,,,27076:traits:3
27076,traits,4,,,feature,,,"Кол в сердце. Если оружие, наносящее Колющий урон, вонзить в сердце вампира, пока он находится в своём месте отдыха и имеет состояние Недееспособный, он становится Парализован до тех пор, пока оружие не будет вынуто.",,,,,,,,,27076:traits:4
27076,traits,5,,,feature,,,"Солнечный свет. Вампир получает 20 урона Излучением, если начинает свой ход на солнечном свету. Пока вампир на солнечном свету, он получает Помеху к броскам атаки и проверкам характеристик .",,,,,,,,,27076:traits:5
27076,traits,6,Неподвижное восстановление,Immobile Restoration,feature,,,"Неподвижное восстановление . Если Хиты вампира опускаются до 0 и у него нет состояния Окаменевший , он превращается в камень, восстанавливая 50 Хитов и становясь Окаменевшим на 1 час.",,,,,,,,,27076:traits:6
27076,actions,0,Мультиатака,Multiattack,feature,,,Мультиатака . Вампир совершает две атаки Когтями и использует Укус или Приказ стража .,,,,,,,,,27076:actions:0
27076,actions,1,Когти,Claw,attack,,,"Когти . Бросок рукопашной атаки : +9 , досягаемость 5 фт. Попадание : 14 ( 2к8 + 5 ) Рубящего урона плюс 7 ( 2к6 ) Некротического урона. Если цель — существо Большого размера или меньше, она становится Схвачена (Сл освобождения от захвата 16) одной из двух рук.",,melee,9,5,,,,,27076:actions:1
27076,actions,2,Укус,Bite,save,,,"Укус . Спасбросок Телосложения : Сл 16, одно согласное или Схваченное или Недееспособное или Опутанное существо в пределах 5 футов. Провал : 7 ( 1к4 + 5 ) Колющего урона плюс 7 ( 2к6 ) Некротического урона. Максимум Хитов цели снижается на число, равное полученному Некротическому урону, а вампир восстанавливает такое же количество Хитов.",,,,,,,CONSTITUTION,16,27076:actions:2
27076,actions,3,Приказ стража,Guardian’s Command,feature,,,"Приказ стража . Вампир сотворяет Принуждение , не требуя компонентов (заклинательная характеристика — Харизма, Сл спасброска заклинаний 15).",,,,,,,,,27076:actions:3
27076,reactions,0,,,feature,,,Непробиваемая плоть . Условие : По вампиру попадает рукопашной атакой видимое им существо. Эффект : Вампир снижает получаемый от атаки урон на 11 ( 2к6 + 4 ).,,,,,,,,,27076:reactions:0
27185,traits,0,Сопротивление магии,Magic Resistance,feature,,,Сопротивление магии . Вихрь совершает с Преимуществом спасброски от заклинаний и прочих магических эффектов .,,,,,,,,,27185:traits:0
27185,actions,0,Мультиатака,Multiattack,feature,,,Мультиатака . Вихрь совершает две атаки Жгучим замахом или Волшебным снарядом в любой комбинации .,,,,,,,,,27185:actions:0
27185,actions,1,Жгучий замах,Searing Swipe,attack,,,"Жгучий замах . Бросок рукопашной атаки : +6 , досягаемость 10 фт. Попадание : 13 ( 3к6 + 3 ) урона Огнём или Электричеством (по выбору вихря).",,melee,6,10,,,,,27185:actions:1
27185,actions,2,Волшебный снаряд,Arcane Bolt,attack,,,"Волшебный снаряд . Бросок дальнобойной атаки : +6 , дистанция 120 фт. Попадание : 14 ( 2к10 + 3 ) Силового урона.",,ranged,6,,120,,,,27185:actions:2
27185,reactions,0,,,feature,,,"Магическая перегрузка . Условие : Вихрь получает урон. Эффект — Спасбросок Силы : Сл 14, каждое существо по выбору вихря в 5-футовой Эманации , исходящей от вихря. Провал : 7 ( 2к6 ) Силового урона, и цель становится Опрокинутой .",,,,,,,,,27185:reactions:0
27186,traits,0,Распад,Disintegration,feature,,,"Распад . Если маген умирает, он распадается в пыль, роняя всё, что он носил или нёс.",,,,,,,,,27186:traits:0
27186,traits,1,Сопротивление магии,Magic Resistance,feature,,,Сопротивление магии . Маген совершает с Преимуществом спасброски от заклинаний и прочих магических эффектов .,,,,,,,,,27186:traits:1
27186,actions,0,Мультиатака,Multiattack,feature,,,Мультиатака . Маген совершает две атаки Выдвижным кулаком или Кислотным плевком в любой комбинации .,,,,,,,,,27186:actions:0
27186,actions,1,Выдвижной кулак,Extended Fist,attack,,,"Выдвижной кулак . Бросок рукопашной атаки : +6 , досягаемость 15 фт. Попадание : 8 ( 1к8 + 4 ) Дробящего урона плюс 5 ( 1к10 ) урона Кислотой. Если цель — существо Среднего размера или меньше, она становится Схваченной (Сл освобождения от захвата 14) одним из двух кулаков.",,melee,6,15,,,,,27186:actions:1
27186,actions,2,Кислотный плевок,Acid Spittle,attack,,,"Кислотный плевок . Бросок дальнобойной атаки : +6 , дистанция 60 фт. Попадание : 13 ( 2к8 + 4 ) урона Кислотой.",,ranged,6,,60,,,,27186:actions:2
27187,traits,0,Распад,Disintegration,feature,,,"Распад . Если маген умирает, он распадается в пыль, роняя всё, что он носил или нёс.",,,,,,,,,27187:traits:0
27187,traits,1,Сопротивление магии,Magic Resistance,feature,,,Сопротивление магии . Маген совершает с Преимуществом спасброски от заклинаний и прочих магических эффектов .,,,,,,,,,27187:traits:1
27187,actions,0,Мультиатака,Multiattack,feature,,,Мультиатака . Маген совершает две атаки Кулаком-молотом или Громовым раскатом в любой комбинации .,,,,,,,,,27187:actions:0
27187,actions,1,Кулак-молот,Hammer Fist,attack,,,"Кулак-молот . Бросок рукопашной атаки : +6 , досягаемость 5 фт. Попадание : 16 ( 3к8 + 3 ) Дробящего урона плюс 13 ( 3к8 ) Силового урона.",,melee,6,5,,,,,27187:actions:1
27187,actions,2,Громовой раскат,Thunderous Boom,attack,,,"Громовой раскат . Бросок дальнобойной атаки : +7 , дистанция 60 фт. Попадание : 28 ( 8к6 ) урона Звуком.",,ranged,7,,60,,,,27187:actions:2
27187,actions,3,Сотворение заклинаний,Spellcasting,feature,,,"Сотворение заклинаний . Маген-земельник сотворяет одно из следующих заклинаний, не нуждаясь в Материальных компонентах (заклинательная характеристика — Мудрость, Сл спасброска заклинаний 15): Неограниченно : Волшебная рука , Починка , Фокусы 1/день каждое : Движение почвы , Дезинтеграция , Изменение формы камня",,,,,,,,,27187:actions:3
27188,traits,0,Распад,Disintegration,feature,,,"Распад . Если маген умирает, он распадается в пыль, роняя всё, что он носил или нёс.",,,,,,,,,27188:traits:0
27188,traits,1,Сопротивление магии,Magic Resistance,feature,,,Сопротивление магии . Маген совершает с Преимуществом спасброски от заклинаний и прочих магических эффектов .,,,,,,,,,27188:traits:1
27188,actions,0,Мультиатака,Multiattack,feature,,,Мультиатака . Маген совершает две атаки Психическим взрывом .,,,,,,,,,27188:actions:0
27188,actions,1,Психический взрыв,Psychic Blast,attack,,,"Психический взрыв . Бросок рукопашной или дальнобойной атаки : +6 , досягаемость 5 фт. или дистанция 60 фт. Попадание : 21 ( 6к6 ) Психического урона.",,melee,6,5,60,,,,27188:actions:1
27188,actions,2,Сотворение заклинаний,Spellcasting,feature,,,"Сотворение заклинаний . Маген-морочник сотворяет одно из следующих заклинаний, не нуждаясь в Материальных компонентах (заклинательная характеристика — Харизма, Сл спасброска заклинаний 14): Неограниченно : Малая иллюзия , Пляшущие огоньки 1/день каждое : Гипнотический узор , Образ",,,,,,,,,27188:actions:2
27189,traits,0,Сопротивление магии,Magic Resistance,feature,,,Сопротивление магии . Фаэримм совершает с Преимуществом спасброски от заклинаний и прочих магических эффектов .,,,,,,,,,27189:traits:0
27189,actions,0,Мультиатака,Multiattack,feature,,,Мультиатака . Фаеримм совершает две атаки Жалом .,,,,,,,,,27189:actions:0
