source_external_id,slug,name_rusloc,name_engloc,alignment_code,size,size_secondary,is_swarm,swarm_size,armor_class,armor_class_text,initiative_bonus,initiative_score,hp_average,hp_dice_count,hp_dice_sides,hp_dice_modifier,hp_formula,str_score,dex_score,con_score,int_score,wis_score,cha_score,passive_perception,telepathy_ft,cr_rating,cr_value,xp_base,xp_lair,proficiency_bonus,legendary_uses_base,legendary_uses_lair,legendary_text,lore_text,campaign_id,homebrew_id
21548,shambling-mound,Ползающая насыпь,Shambling Mound,unaligned,LARGE,,false,,15,,-1,9,110,13,10,39,13к10+39,18,8,16,5,10,5,10,,5,5,1800,,3,,,,,,
21549,shield-guardian,Щитостраж,Shield Guardian,unaligned,LARGE,,false,,17,,-1,9,142,15,10,60,15к10+60,18,8,18,7,10,3,10,,7,7,2900,,3,,,,,,
21550,shrieker-fungus,Гриб-визгун,Shrieker Fungus,unaligned,MEDIUM,,false,,5,,-5,5,13,3,8,0,3к8,1,1,10,1,3,1,6,,0,0,0,,2,,,,,,
21551,silver-dragon-wyrmling,Вирмлинг серебряного дракона,Silver Dragon Wyrmling,lawful_good,MEDIUM,,false,,17,,2,12,45,6,8,18,6к8+18,19,10,17,12,11,15,14,,2,2,450,,2,,,,,,
21552,skeleton,Скелет,Skeleton,lawful_evil,MEDIUM,,false,,14,,3,13,13,2,8,4,2к8+4,10,16,15,6,8,5,9,,1/4,0.25,50,,2,,,,,,
21553,slaad-tadpole,Слаад головастик,Slaad Tadpole,chaotic_neutral,TINY,,false,,12,,2,12,7,3,4,0,3к4,7,15,10,3,5,3,7,,1/8,0.125,25,,2,,,,,,
21554,smoke-mephit,Дымовой мефит,Smoke Mephit,neutral_evil,SMALL,,false,,12,,2,12,13,3,6,3,3к6+3,6,14,12,10,10,11,12,,1/4,0.25,50,,2,,,,,,
21555,solar,Солар,Solar,lawful_good,LARGE,,false,,21,,20,30,297,22,10,176,22к10+176,26,22,26,25,25,30,24,120,21,21,33000,,7,3,,"У этого существа есть 3 использования Легендарных действий; оно может немедленно после окончания хода другого существа потратить одно использование, чтобы совершить одно из следующих действий. Существо восполняет все потраченные использования в начале каждого своего хода.",,,
21556,spectator,Наблюдатель,Spectator,lawful_neutral,MEDIUM,,false,,14,,2,12,45,7,8,14,7к8+14,8,14,14,13,14,11,16,120,3,3,700,,2,,,,,,
21557,specter,Спектр,Specter,chaotic_evil,MEDIUM,,false,,12,,2,12,22,5,8,0,5к8,1,14,11,10,10,11,10,,1,1,200,,2,,,,,,
21558,sphinx-of-lore,Сфинкс знаний,Sphinx of Lore,lawful_neutral,LARGE,,false,,17,,10,20,170,20,10,60,20к10+60,18,15,16,18,18,18,18,,11,11,7200,8400,4,3,4,"У этого существа есть 3 использования Легендарных действий (или 4 использования в его Логове); оно может немедленно после окончания хода другого существа потратить одно использование, чтобы совершить одно из следующих действий. Существо восполняет все потраченные использования в начале каждого своего хода.",,,
21559,sphinx-of-secrets,Сфинкс загадок,Sphinx of Secrets,lawful_neutral,LARGE,,false,,16,,5,15,136,16,10,48,16к10+48,18,15,16,18,18,18,17,,8,8,3900,,3,,,,,,
21560,sphinx-of-valor,Сфинкс доблести,Sphinx of Valor,lawful_neutral,LARGE,,false,,17,,12,22,199,19,10,95,19к10+95,22,10,20,16,23,18,22,,17,17,18000,20000,6,3,4,"У этого существа есть 3 использования Легендарных действий (или 4 использования в его Логове); оно может немедленно после окончания хода другого существа потратить одно использование, чтобы совершить одно из следующих действий. Существо восполняет все потраченные использования в начале каждого своего хода.",,,
21561,sphinx-of-wonder,Сфинкс любознательности,Sphinx of Wonder,lawful_good,TINY,,false,,13,,3,13,24,7,4,7,7к4+7,6,17,13,15,12,11,11,,1,1,200,,2,,,,,,
21562,spider,Паук,Spider,unaligned,TINY,,false,,12,,2,12,1,1,4,-1,1к4-1,2,14,8,1,10,2,10,,0,0,10,,2,,,,,,
21563,spined-devil,Игольчатый дьявол (Спинагон),Spined Devil,lawful_evil,SMALL,,false,,13,,2,12,45,10,6,10,10к6+10,10,15,12,11,14,8,12,120,2,2,450,,2,,,,,,
21564,spirit-naga,Духовная нага,Spirit Naga,chaotic_evil,LARGE,,false,,17,,3,13,135,18,10,36,18к10+36,18,17,14,16,15,16,12,,8,8,3900,,3,,,,,,
21565,sprite,Спрайт,Sprite,neutral_good,TINY,,false,,15,,4,14,10,4,4,0,4к4,3,18,10,14,13,11,13,,1/4,0.25,50,,2,,,,,,
21566,spy-master,Шпион мастер,Spy Master,neutral,MEDIUM,SMALL,false,,19,,9,19,137,25,8,25,25к8+25,10,20,12,18,16,16,21,,10,10,5900,,4,,,,,,
21567,spy,Шпион,Spy,neutral,MEDIUM,SMALL,false,,12,,4,14,27,6,8,0,6к8,10,15,10,12,14,16,16,,1,1,200,,2,,,,,,
21568,steam-mephit,Паровой мефит,Steam Mephit,neutral_evil,SMALL,,false,,10,,0,10,17,5,6,0,5к6,5,11,10,11,10,12,10,,1/4,0.25,50,,2,,,,,,
21569,stirge,Кровопийца,Stirge,unaligned,TINY,,false,,13,,3,13,5,2,4,0,2к4,4,16,11,2,8,6,9,,1/8,0.125,25,,2,,,,,,
21570,stone-giant,Каменный великан,Stone Giant,neutral,HUGE,,false,,17,,5,15,126,11,12,55,11к12+55,23,15,20,10,12,9,14,,7,7,2900,,3,,,,,,
21571,stone-golem,Каменный голем,Stone Golem,unaligned,LARGE,,false,,18,,3,13,220,21,10,105,21к10+105,22,9,20,3,11,1,10,,10,10,5900,,4,,,,,,
21572,storm-giant,Штормовой великан,Storm Giant,chaotic_good,HUGE,,false,,16,,7,17,230,20,12,100,20к12+100,29,14,20,16,20,18,20,,13,13,10000,,5,,,,,,
21573,succubus,Суккуб,Succubus,neutral_evil,MEDIUM,,false,,15,,3,13,71,13,8,13,13к8+13,8,17,13,15,12,20,15,60,4,4,1100,,2,,,,,,
21574,swarm-of-bats,Рой летучих мышей,Swarm of Bats,unaligned,LARGE,,true,TINY,12,,2,12,11,2,10,0,2к10,5,15,10,2,12,4,11,,1/4,0.25,50,,2,,,,,,
21575,swarm-of-crawling-claws,Рой ползающих рук,Swarm of Crawling Claws,neutral_evil,MEDIUM,,true,TINY,12,,2,12,49,11,8,0,11к8,14,14,11,5,10,4,10,,3,3,700,,2,,,,,,
21576,swarm-of-dretches,Рой дретчей,Swarm of Dretches,chaotic_evil,LARGE,,true,SMALL,12,,0,10,45,6,10,12,6к10+12,14,11,14,5,8,3,9,60,4,4,1100,,2,,,,,,
21577,swarm-of-insects,Рой насекомых,Swarm of Insects,unaligned,MEDIUM,,true,TINY,11,,1,11,19,3,8,6,3к8+6,3,13,14,1,7,1,8,,1/2,0.5,100,,2,,,,,,
21578,swarm-of-larvae,Рой ларв,Swarm of Larvae,neutral_evil,LARGE,,true,MEDIUM,13,,0,10,22,3,10,6,3к10+6,14,11,14,6,12,2,11,,1,1,200,,2,,,,,,
21579,swarm-of-lemures,Рой лемуров,Swarm of Lemures,lawful_evil,LARGE,,true,MEDIUM,12,,-2,8,45,6,10,12,6к10+12,14,7,14,1,12,3,11,,3,3,700,,2,,,,,,
21580,swarm-of-piranhas,Рой пираний,Swarm of Piranhas,unaligned,MEDIUM,,true,TINY,13,,3,13,28,8,8,-8,8к8-8,13,16,9,1,7,2,8,,1,1,200,,2,,,,,,
21581,swarm-of-rats,Рой крыс,Swarm of Rats,unaligned,MEDIUM,,true,TINY,10,,0,10,14,4,8,-4,4к8-4,9,11,9,2,10,3,10,,1/4,0.25,50,,2,,,,,,
21582,swarm-of-ravens,Рой воронов,Swarm of Ravens,unaligned,MEDIUM,,true,TINY,12,,2,12,11,2,8,2,2к8+2,6,14,12,5,12,6,15,,1/4,0.25,50,,2,,,,,,
21583,swarm-of-stirges,Рой кровопийц,Swarm of Stirges,unaligned,MEDIUM,,true,TINY,14,,3,13,36,8,8,0,8к8,4,16,11,2,8,6,9,,2,2,450,,2,,,,,,
21584,swarm-of-venomous-snakes,Рой ядовитых змей,Swarm of Venomous Snakes,unaligned,MEDIUM,,true,TINY,14,,4,14,36,8,8,0,8к8,8,18,11,1,10,3,10,,2,2,450,,2,,,,,,
21585,tarrasque,Тараск,Tarrasque,unaligned,GARGANTUAN,,false,,25,,18,28,697,34,20,340,34к20+340,30,11,30,3,11,11,19,,30,30,155000,,9,3,,"У этого существа есть 3 использования Легендарных действий; оно может немедленно после окончания хода другого существа потратить одно использование, чтобы совершить одно из следующих действий. Существо восполняет все потраченные использования в начале каждого своего хода.",,,
21586,thri-kreen-marauder,Три-крин мародёр,Thri-kreen Marauder,neutral,MEDIUM,,false,,15,,2,12,33,6,8,6,6к8+6,12,15,13,8,12,7,13,60,1,1,200,,2,,,,,,
21587,thri-kreen-psion,Три-крин псион,Thri-kreen Psion,neutral,MEDIUM,,false,,16,,6,16,149,23,8,46,23к8+46,18,15,14,19,12,11,14,120,8,8,3900,,3,,,,,,
21588,tiger,Тигр,Tiger,unaligned,LARGE,,false,,13,,3,13,30,4,10,8,4к10+8,17,16,14,3,12,8,13,,1,1,200,,2,,,,,,
21589,tough-boss,Босс громил,Tough Boss,neutral,MEDIUM,SMALL,false,,16,,2,12,82,11,8,33,11к8+33,17,14,16,11,10,11,10,,4,4,1100,,2,,,,,,
21590,tough,Громила,Tough,neutral,MEDIUM,SMALL,false,,12,,1,11,32,5,8,10,5к8+10,15,12,14,10,10,11,10,,1/2,0.5,100,,2,,,,,,
21591,treant,Трент,Treant,chaotic_good,HUGE,,false,,16,,3,13,138,12,12,60,12к12+60,23,8,21,12,16,12,13,,9,9,5000,,4,,,,,,
21592,tree-blight,Древесная зараза,Tree Blight,neutral_evil,HUGE,,false,,15,,3,13,115,10,12,50,10к12+50,23,10,20,6,10,3,10,,7,7,2900,,3,,,,,,
21593,triceratops,Трицератопс,Triceratops,unaligned,HUGE,,false,,14,,-1,9,114,12,12,36,12к12+36,22,9,17,2,11,5,10,,5,5,1800,,3,,,,,,
21594,troglodyte,Троглодит,Troglodyte,chaotic_evil,MEDIUM,,false,,11,,0,10,13,2,8,4,2к8+4,14,10,14,6,10,6,10,,1/4,0.25,50,,2,,,,,,
21595,troll-limb,Конечность тролля,Troll Limb,chaotic_evil,SMALL,,false,,13,,1,11,14,4,6,0,4к6,18,12,10,1,9,1,9,,1/2,0.5,100,,2,,,,,,
21596,troll,Тролль,Troll,chaotic_evil,LARGE,,false,,15,,1,11,94,9,10,45,9к10+45,18,13,20,7,9,7,15,,5,5,1800,,3,,,,,,
21597,twig-blight,Ветвистая зараза,Twig Blight,neutral_evil,SMALL,,false,,14,,2,12,7,2,6,0,2к6,6,14,11,4,8,3,9,,1/8,0.125,25,,2,,,,,,
21598,tyrannosaurus-rex,Тираннозавр рекс,Tyrannosaurus Rex,unaligned,HUGE,,false,,13,,3,13,136,13,12,52,13к12+52,25,10,19,2,12,9,14,,8,8,3900,,3,,,,,,
21599,ultroloth,Ультролот,Ultroloth,neutral_evil,MEDIUM,,false,,19,,8,18,221,26,8,104,26к8+104,19,16,18,19,15,18,17,120,13,13,10000,,5,,,,,,
21600,umber-hulk,Бурый увалень,Umber Hulk,chaotic_evil,LARGE,,false,,18,,4,14,93,11,10,33,11к10+33,20,13,16,9,10,10,10,,5,5,1800,,3,,,,,,
21601,unicorn,Единорог,Unicorn,lawful_good,LARGE,,false,,12,,8,18,97,13,10,26,13к10+26,18,14,15,11,17,16,13,120,5,5,1800,,3,3,,"У этого существа есть 3 использования Легендарных действий; оно может немедленно после окончания хода другого существа потратить одно использование, чтобы совершить одно из следующих действий. Существо восполняет все потраченные использования в начале каждого своего хода.",,,
21602,vampire-familiar,Фамильяр вампира,Vampire Familiar,neutral_evil,MEDIUM,SMALL,false,,15,,5,15,65,10,8,20,10к8+20,17,16,15,10,10,14,14,,3,3,700,,2,,,,,,
21603,vampire-nightbringer,"Вампир, предвестник ночи",Vampire Nightbringer,neutral_evil,MEDIUM,SMALL,false,,16,,4,14,142,19,8,57,19к8+57,16,18,16,13,14,15,15,,8,8,3900,,3,,,,,,
21604,vampire-spawn,Порождение вампира,Vampire Spawn,neutral_evil,MEDIUM,SMALL,false,,16,,3,13,90,12,8,36,12к8+36,16,16,16,11,10,12,13,,5,5,1800,,3,,,,,,
21605,vampire-umbral-lord,"Вампир, повелитель теней",Vampire Umbral Lord,lawful_evil,MEDIUM,SMALL,false,,16,,14,24,187,22,8,88,22к8+88,20,18,18,19,16,21,23,,15,15,13000,15000,5,3,4,"У этого существа есть 3 использования Легендарных действий (или 4 использования в его Логове); оно может немедленно после окончания хода другого существа потратить одно использование, чтобы совершить одно из следующих действий. Существо восполняет все потраченные использования в начале каждого своего хода.",,,
21606,vampire,Вампир,Vampire,lawful_evil,MEDIUM,SMALL,false,,16,,14,24,195,23,8,92,23к8+92,18,18,18,17,15,18,17,,13,13,10000,11500,5,3,4,"У этого существа есть 3 использования Легендарных действий (или 4 использования в его Логове); оно может немедленно после окончания хода другого существа потратить одно использование, чтобы совершить одно из следующих действий. Существо восполняет все потраченные использования в начале каждого своего хода.",,,
21607,venomous-snake,Ядовитая змея,Venomous Snake,unaligned,TINY,,false,,12,,2,12,5,2,4,0,2к4,2,15,11,1,10,3,10,,1/8,0.125,25,,2,,,,,,
21608,vine-blight,Вьющаяся зараза,Vine Blight,neutral_evil,MEDIUM,,false,,12,,-1,9,19,3,8,6,3к8+6,15,8,14,5,10,3,10,,1/2,0.5,100,,2,,,,,,
21609,violet-fungus-necrohulk,Некроколония фиолетовых сморчков,Violet Fungus Necrohulk,neutral_evil,LARGE,,false,,17,,4,14,123,13,10,52,13к10+52,19,12,18,7,14,10,12,,7,7,2900,,3,,,,,,
21610,violet-fungus,Фиолетовый сморчок,Violet Fungus,unaligned,MEDIUM,,false,,5,,-5,5,18,4,8,0,4к8,3,1,10,1,3,1,6,,1/4,0.25,50,,2,,,,,,
21611,vrock,Врок,Vrock,chaotic_evil,LARGE,,false,,15,,2,12,152,16,10,64,16к10+64,17,15,18,8,13,8,11,120,6,6,2300,,3,,,,,,
21612,vulture,Гриф,Vulture,unaligned,MEDIUM,,false,,10,,0,10,5,1,8,1,1к8+1,7,10,13,2,12,4,13,,0,0,10,,2,,,,,,
21613,warhorse-skeleton,Скелет боевого коня,Warhorse Skeleton,lawful_evil,LARGE,,false,,13,,1,11,22,3,10,6,3к10+6,18,12,15,2,8,5,9,,1/2,0.5,100,,2,,,,,,
21614,warhorse,Боевой конь,Warhorse,unaligned,LARGE,,false,,11,,1,11,19,3,10,3,3к10+3,18,12,13,2,12,7,11,,1/2,0.5,100,,2,,,,,,
21615,warrior-commander,Командир воителей,Warrior Commander,neutral,MEDIUM,SMALL,false,,18,,9,19,161,19,8,76,19к8+76,21,20,18,14,16,14,17,,10,10,5900,,4,,,,,,
21616,warrior-infantry,Пеший воитель,Warrior Infantry,neutral,MEDIUM,SMALL,false,,13,,0,10,9,2,8,0,2к8,13,11,11,8,11,8,10,,1/8,0.125,25,,2,,,,,,
21617,warrior-veteran,Воитель-ветеран,Warrior Veteran,neutral,MEDIUM,SMALL,false,,17,,3,13,65,10,8,20,10к8+20,16,13,14,10,11,10,12,,3,3,700,,2,,,,,,
21618,water-elemental,Водяной элементаль,Water Elemental,neutral,LARGE,,false,,14,,2,12,114,12,10,48,12к10+48,18,14,18,5,10,8,10,,5,5,1800,,3,,,,,,
21619,water-weird,Водная аномалия,Water Weird,neutral,LARGE,,false,,13,,3,13,65,10,10,10,10к10+10,17,16,13,11,10,10,10,,3,3,700,,2,,,,,,
21620,weasel,Куница,Weasel,unaligned,TINY,,false,,13,,3,13,1,1,4,-1,1к4-1,3,16,8,2,12,3,13,,0,0,10,,2,,,,,,
21621,werebear,Вермедведь,Werebear,neutral_good,MEDIUM,SMALL,false,,15,,3,13,135,18,8,54,18к8+54,19,10,17,11,12,12,17,,5,5,1800,,3,,,,,,
21622,wereboar,Вервепрь,Wereboar,neutral_evil,MEDIUM,SMALL,false,,15,,2,12,97,15,8,30,15к8+30,17,10,15,10,11,8,12,,4,4,1100,,2,,,,,,
21623,wererat,Веркрыс,Wererat,lawful_evil,MEDIUM,SMALL,false,,13,,3,13,60,11,8,11,11к8+11,10,16,12,11,10,8,14,,2,2,450,,2,,,,,,
21624,weretiger,Вертигр,Weretiger,neutral,MEDIUM,SMALL,false,,12,,2,12,120,16,8,48,16к8+48,17,15,16,10,13,11,15,,4,4,1100,,2,,,,,,
21625,werewolf,Верволк,Werewolf,chaotic_evil,MEDIUM,SMALL,false,,15,,4,14,71,11,8,22,11к8+22,16,14,14,10,11,10,14,,3,3,700,,2,,,,,,
21626,white-dragon-wyrmling,Вирмлинг белого дракона,White Dragon Wyrmling,chaotic_evil,MEDIUM,,false,,16,,2,12,32,5,8,10,5к8+10,14,10,14,5,10,11,14,,2,2,450,,2,,,,,,
21627,wight,Умертвие,Wight,neutral_evil,MEDIUM,,false,,14,,4,14,82,11,8,33,11к8+33,15,14,16,10,13,15,13,,3,3,700,,2,,,,,,
21628,will-o-wisp,Блуждающий огонёк,Will-o’-Wisp,chaotic_evil,TINY,,false,,19,,9,19,27,11,4,0,11к4,1,28,10,13,14,11,12,,2,2,450,,2,,,,,,
21629,winged-kobold,Крылатый кобольд,Winged Kobold,neutral,SMALL,,false,,15,,3,13,10,4,6,-4,4к6-4,7,16,9,8,7,8,8,,1/4,0.25,50,,2,,,,,,
21630,winter-wolf,Полярный волк,Winter Wolf,neutral_evil,LARGE,,false,,13,,1,11,75,10,10,20,10к10+20,18,13,14,7,12,8,15,,3,3,700,,2,,,,,,
21631,wolf,Волк,Wolf,unaligned,MEDIUM,,false,,12,,2,12,11,2,8,2,2к8+2,14,15,12,3,12,6,15,,1/4,0.25,50,,2,,,,,,
21632,worg,Ворг,Worg,neutral_evil,LARGE,,false,,13,,1,11,26,4,10,4,4к10+4,16,13,13,7,11,8,14,,1/2,0.5,100,,2,,,,,,
21633,wraith,Призрак,Wraith,neutral_evil,MEDIUM,SMALL,false,,13,,3,13,67,9,8,27,9к8+27,6,16,16,12,14,15,12,,5,5,1800,,3,,,,,,
21634,wyvern,Виверна,Wyvern,unaligned,LARGE,,false,,14,,0,10,127,15,10,45,15к10+45,19,10,16,5,12,6,14,,6,6,2300,,3,,,,,,
21635,xorn,Зорн,Xorn,neutral,MEDIUM,,false,,19,,0,10,84,8,8,48,8к8+48,17,10,22,11,10,11,16,,5,5,1800,,3,,,,,,
21636,yeti,Йети,Yeti,chaotic_evil,LARGE,,false,,12,,1,11,51,6,10,18,6к10+18,18,13,16,8,12,7,15,,3,3,700,,2,,,,,,
21637,yochlol,Йоклол,Yochlol,chaotic_evil,MEDIUM,,false,,15,,8,18,153,18,8,72,18к8+72,15,19,18,13,15,17,12,,10,10,5900,,4,,,,,,
21638,young-black-dragon,Молодой чёрный дракон,Young Black Dragon,chaotic_evil,LARGE,,false,,18,,5,15,127,15,10,45,15к10+45,19,14,17,12,11,15,16,,7,7,2900,,3,,,,,,
21639,young-blue-dragon,Молодой синий дракон,Young Blue Dragon,lawful_evil,LARGE,,false,,18,,4,14,152,16,10,64,16к10+64,21,10,19,14,13,17,19,,9,9,5000,,4,,,,,,
21640,young-brass-dragon,Молодой латунный дракон,Young Brass Dragon,chaotic_good,LARGE,,false,,17,,3,13,110,13,10,39,13к10+39,19,10,17,12,11,15,16,,6,6,2300,,3,,,,,,
21641,young-bronze-dragon,Молодой бронзовый дракон,Young Bronze Dragon,lawful_good,LARGE,,false,,17,,3,13,142,15,10,60,15к10+60,21,10,19,14,13,17,17,,8,8,3900,,3,,,,,,
21642,young-copper-dragon,Молодой медный дракон,Young Copper Dragon,chaotic_good,LARGE,,false,,17,,4,14,119,14,10,42,14к10+42,19,12,17,16,13,15,17,,7,7,2900,,3,,,,,,
21643,young-gold-dragon,Молодой золотой дракон,Young Gold Dragon,lawful_good,LARGE,,false,,18,,6,16,178,17,10,85,17к10+85,23,14,21,16,13,20,19,,10,10,5900,,4,,,,,,
21644,young-green-dragon,Молодой зеленый дракон,Young Green Dragon,lawful_evil,LARGE,,false,,18,,4,14,136,16,10,48,16к10+48,19,12,17,16,13,15,17,,8,8,3900,,3,,,,,,
21645,young-red-dragon,Молодой красный дракон,Young Red Dragon,chaotic_evil,LARGE,,false,,18,,4,14,178,17,10,85,17к10+85,23,10,21,14,11,19,18,,10,10,5900,,4,,,,,,
21646,young-remorhaz,Молодой ремораз,Young Remorhaz,unaligned,LARGE,,false,,14,,1,11,93,11,10,33,11к10+33,18,13,17,3,10,4,10,,5,5,1800,,3,,,,,,
21647,young-silver-dragon,Молодой серебряный дракон,Young Silver Dragon,lawful_good,LARGE,,false,,18,,4,14,168,16,10,80,16к10+80,23,10,21,14,11,19,18,,9,9,5000,,4,,,,,,
21648,young-white-dragon,Молодой белый дракон,Young White Dragon,chaotic_evil,LARGE,,false,,17,,3,13,123,13,10,52,13к10+52,18,10,18,6,11,12,16,,6,6,2300,,3,,,,,,
21649,yuan-ti-abomination,Отродье юань-ти,Yuan-ti Abomination,neutral_evil,LARGE,,false,,15,,6,16,127,15,10,45,15к10+45,19,16,17,17,18,15,17,,7,7,2900,,3,,,,,,
21650,yuan-ti-infiltrator,Юань-ти подражатель,Yuan-ti Infiltrator,neutral_evil,MEDIUM,,false,,11,,1,11,40,9,8,0,9к8,11,12,11,13,14,12,14,,1,1,200,,2,,,,,,
21651,yuan-ti-malison-type-1,Юань-ти проклинатель (Вид 1),Yuan-ti Malison (Type 1),neutral_evil,MEDIUM,,false,,12,,2,12,66,12,8,12,12к8+12,16,14,13,14,16,12,13,,3,3,700,,2,,,,,,
21652,yuan-ti-malison-type-2,Юань-ти проклинатель (Вид 2),Yuan-ti Malison (Type 2),neutral_evil,MEDIUM,,false,,12,,2,12,66,12,8,12,12к8+12,16,14,13,14,16,12,13,,3,3,700,,2,,,,,,
21653,yuan-ti-malison-type-3,Юань-ти проклинатель (Вид 3),Yuan-ti Malison (Type 3),neutral_evil,MEDIUM,,false,,12,,2,12,66,12,8,12,12к8+12,16,14,13,14,16,12,13,,3,3,700,,2,,,,,,
21654,zombie,Зомби,Zombie,neutral_evil,MEDIUM,,false,,8,,-2,8,15,2,8,6,2к8+6,13,6,16,3,6,5,8,,1/4,0.25,50,,2,,,,,,
27072,fiendish-icon,Идол исчадия,Fiendish Icon,lawful_evil,SMALL,,false,,13,,1,11,22,5,6,5,5к6+5,15,12,13,6,11,6,10,,1,1,200,,2,,,,,,
27073,harvester-devil,Дьявол-собиратель (Фальксугон),Harvester Devil,lawful_evil,MEDIUM,,false,,14,,3,13,65,10,8,20,10к8+20,12,17,14,14,13,19,13,120,3,3,700,,2,,,,,,
27074,speaker-devil,Дьявол-златоуст (Логокрон),Speaker Devil,lawful_evil,LARGE,,false,,17,,4,14,189,18,10,90,18к10+90,21,19,20,22,18,17,18,120,12,12,8400,,4,,,,,,
27075,vampire-infernalist,Вампир-инферналист,Vampire Infernalist,lawful_evil,MEDIUM,SMALL,false,,16,,13,23,172,23,8,69,23к8+69,19,16,17,20,16,18,18,,14,14,11500,,5,3,4,"У этого существа есть 3 использования Легендарных действий (или 4 использования в его Логове); оно может немедленно после окончания хода другого существа потратить одно использование, чтобы совершить одно из следующих действий. Существо восполняет все потраченные использования в начале каждого своего хода.",,,
27076,vampire-warden,Вампир-страж,Vampire Warden,neutral_evil,MEDIUM,,false,,18,,6,16,190,21,8,96,21к8+96,21,15,18,10,14,17,20,,10,10,5900,,4,,,,,,
27185,eldritch-eddy,Магический вихрь,Eldritch Eddy,chaotic_neutral,LARGE,,false,,11,,1,11,144,17,10,51,17к10+51,10,12,16,12,9,17,9,,6,6,2300,,3,,,,,,
27186,caldron-magen,Маген-котельник,Caldron Magen,unaligned,MEDIUM,,false,,20,,3,13,67,9,8,27,9к8+27,18,13,16,10,10,10,14,,4,4,1100,,2,,,,,,
27187,terran-magen,Маген-земельник,Terran Magen,unaligned,MEDIUM,,false,,21,,3,13,121,22,8,22,22к8+22,16,10,12,10,18,10,17,,8,8,3900,,3,,,,,,
27188,virvos-magen,Маген-морочник,Virvos Magen,unaligned,MEDIUM,,false,,21,,3,13,110,17,8,34,17к8+34,12,10,14,10,10,16,16,,6,6,2300,,3,,,,,,
27189,phaerimm-hatchling,Фаэримм-детёныш,Phaerimm Hatchling,neutral_evil,SMALL,,false,,12,,1,11,13,3,6,3,3к6+3,11,12,12,14,16,14,15,30,1/4,0.25,50,,2,,,,,,
27190,phaerimm-scout,Фаэримм-разведчик,Phaerimm Scout,neutral_evil,MEDIUM,,false,,13,,3,13,44,8,8,8,8к8+8,12,13,12,15,16,16,15,120,2,2,450,,2,,,,,,
27191,phaerimm-agent,Фаэримм-агент,Phaerimm Agent,neutral_evil,LARGE,,false,,15,,4,14,123,19,10,19,19к10+19,12,18,12,17,16,18,16,120,8,8,3900,,3,,,,,,
27192,phaerimm-elder,Фаэримм-старейшина,Phaerimm Elder,neutral_evil,HUGE,,false,,17,,8,18,218,23,12,69,23к12+69,18,16,17,17,16,18,18,120,14,14,11500,,5,,,,,,
29215,lorwyn-giant,Великан Лорвина,Lorwyn Giant,chaotic_neutral,HUGE,,false,,13,,1,11,115,11,12,44,11к12+44,21,13,18,9,16,8,13,,6,6,2300,,3,,,,,,
29216,shadowmoor-giant,Великан Шэдоумура,Shadowmoor Giant,chaotic_evil,HUGE,,false,,14,,2,12,172,15,12,75,15к12+75,22,14,20,7,19,8,14,,8,8,3900,,3,,,,,,
29217,incarnation-of-transience,Воплощение мимолётности,Incarnation of Transience,neutral,HUGE,,false,,16,,8,18,142,15,12,45,15к12+45,21,20,17,10,14,16,12,120,7,7,2900,,3,,,,,,
29218,merrow-haranguer,Мерроу-крикун,Merrow Haranguer,lawful_neutral,MEDIUM,,false,,14,,4,14,90,12,8,36,12к8+36,18,18,16,14,15,19,12,,5,5,1800,,3,,,,,,
29219,noggle-ransacker,Ноггл-грабитель,Noggle Ransacker,chaotic_neutral,SMALL,,false,,12,,2,12,13,3,6,3,3к6+3,14,15,13,8,10,12,10,,1/4,0.25,50,,2,,,,,,
29220,noggle-wild-mage,Ноггл-дикий маг,Noggle Wild Mage,chaotic_neutral,SMALL,,false,,13,,3,13,22,4,6,8,4к6+8,11,16,14,10,12,17,11,,1,1,200,,2,,,,,,
29245,merrow-doublespeaker,Мерроу-двуязыкий,Merrow Doublespeaker,lawful_evil,MEDIUM,,false,,14,,3,13,67,9,8,27,9к8+27,18,17,16,12,13,16,11,,4,4,1100,,2,,,,,,
29246,incarnation-of-vibrance,Воплощение яркости,Incarnation of Vibrance,neutral,HUGE,,false,,14,,7,17,230,20,12,100,20к12+100,20,17,20,10,16,21,13,120,10,10,5900,,4,,,,,,
29335,aranea,Аранея,Aranea,neutral,MEDIUM,,false,,14,,3,13,66,12,8,12,12к8+12,10,17,12,12,10,15,12,,2,2,450,,2,,,,,,
29337,beast-of-malar,Зверь Малара,Beast of Malar,chaotic_evil,MEDIUM,,false,,17,,7,17,168,16,8,96,16к8+96,21,16,23,10,14,12,20,,11,11,7200,,4,,,,,,
29338,biha-babir,Биха Бабир,Biha Babir,lawful_evil,LARGE,,false,,17,,9,19,229,17,10,136,17к10+136,22,12,26,18,17,20,17,,12,12,8400,,4,3,,"У этого существа есть 3 использования Легендарных действий; оно может немедленно после окончания хода другого существа потратить одно использование, чтобы совершить одно из следующих действий. Существо восполняет все потраченные использования в начале каждого своего хода.",,,
29339,cultist-of-bane,Культист Бейна,Cultist of Bane,neutral_evil,MEDIUM,SMALL,false,,16,,6,16,142,19,8,57,19к8+57,18,14,16,13,19,15,18,,9,9,5000,,4,,,,,,
